ticks,traffic_volumes,traffic_targets,smart_average_speeds_a,smart_average_speeds_h,average_speeds_h,average_speeds_a
52740,354,359.35341044741784,4.787966861187348,1.8164346457250338,4.60258445695113,1.5704779122208132
52770,354,347.16837787166065,8.8038090206357,3.572314178898612,8.351017183856507,2.6368247487237535
52800,327,293.4108323558285,7.829234116250301,2.842894662668403,6.240190359595854,1.9781399885351492
52830,289,247.97741393245596,6.005479703273545,1.9041966558684955,5.206545141476959,1.62620407562302
52860,274,260.0809064906835,8.420074159608905,3.5920088014208083,8.504953150905664,2.6013656612304916
52890,271,272.7751566093838,7.015073305954158,2.8650616628512076,5.741811327670705,1.9842666794136699
52920,292,307.7318800201397,5.800049650986511,2.4006789142685245,4.94732998069689,1.7508607553919557
52950,323,347.16838277299314,6.702029519793784,2.9738536108748286,8.531186827034071,2.874719534544468
52980,441,499.66064986776854,7.3857523405270795,3.149641208659768,7.191174586176105,2.650965910592906
53010,635,719.1345105568823,6.341213595836988,2.5494167120347404,6.284561786085096,2.241724565852872
53040,729,743.5188434858193,6.624677705335963,2.4912065095883986,7.559428745814654,2.5262672772021157
53070,770,768.729997661214,6.55667341821656,2.4536640407226713,6.412913995461616,2.2197121825928083
53100,794,781.0304604924108,5.7036491333630535,2.064814934256608,5.024262917993609,1.7054831290041073
53130,810,793.5277432556016,6.487306173924176,2.234316662621351,7.288260226204872,2.153160615586922
53160,803,768.3299354035089,5.926675374637213,2.1003729001864504,5.231960591703469,1.7513314441413967
53190,791,743.9322628030785,5.1810801282315175,1.7377797688805485,4.592024449876944,1.5007121452064835
53220,735,679.1141375864711,6.133160962411169,2.113860145220602,7.450094735025278,2.1979317762473127
53250,672,619.9435552533586,5.201410172791907,1.7931241321519378,5.090001563139232,1.6613707217254763
53280,668,679.1141407823883,4.260359835160503,1.54976191653094,3.7098736215225188,1.3876152168732068
53310,708,743.9322698049826,6.488242009514355,2.1425077615486834,6.9486989401529735,2.1422535371358564
53340,715,718.7068547172436,5.549953196171995,1.8340387640560134,5.090510401371951,1.7011127431127053
53370,701,694.3367884188718,3.4927387303361463,1.379021608137179,3.9025113260945954,1.4089694437274203
53400,690,681.8251924733414,5.722237961696092,1.861279169150425,6.40198981436317,1.9663500545586792
